지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 증기압(hPa),합계 3시간 신적설(cm),평균 전운량(1/10),기사
108,서울,2023-12-16,-4.1,1.5,5.2,3.4,1,5.6,-{비}-{비}{강도0}0300-{눈}0330-{눈}{강도0}0600-{눈}{강도0}0900-1030. -{박무}-{박무}{강도0}0300-0535. {박무}0615-0750. {눈}1435-1455. {눈}1710-1755. {눈}1805-1935.
108,서울,2023-12-17,-9.8,,3.2,1.4,,0,
108,서울,2023-12-18,-7.7,,2.2,1.5,,6.9,
108,서울,2023-12-19,-3.7,.3,1.9,3.1,.9,6.9,{눈}1355-{눈}{강도0}1500-{눈}{강도0}1800-{눈}{강도0}2100-{눈}{강도0}2400-
108,서울,2023-12-20,-7.4,.8,3.4,2.3,1.2,2.6,-{눈}-{시정(미만)}{1km}{눈}0052-{시정(이상)}{1km}{눈}0102-0145. {연무}0755-{연무}{강도0}0900-0940. {눈}0840-{눈}{강도0}0900-0925.
108,서울,2023-12-21,-11.7,,3,1.4,,0,
108,서울,2023-12-22,-11.6,,2.7,1.3,,0,
108,서울,2023-12-23,-6.8,,1.8,1.9,,1.4,
108,서울,2023-12-24,-2.2,1.1,1.6,3.8,1.5,5,{눈}0145-{눈}{강도0}0300-{눈}{강도0}0600-0815. {박무}0730-0825. {눈}2305-{눈}{강도0}2400-
108,서울,2023-12-25,-.7,.7,1.5,4.7,3,6.5,-{눈}-{눈}{강도0}0300-{시정(미만)}{1km}{눈}0448-{시정(이상)}{1km}{눈}0501-{눈}{강도0}0600-{눈}{강도0}0900-1120. {박무}0310-{박무}{강도1}0600-{박무}{강도2}0900-{박무}{강도0}1200-1320. {박무}2305-{박무}{강도0}2400-
108,서울,2023-12-26,1.9,,1.8,5,,2.9,-{박무}-0050. {박무}0125-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1130. {연무}2005-{연무}{강도0}2100-2330. {박무}2325-{박무}{강도0}2400-
108,서울,2023-12-27,1.5,,1.4,5.2,,.5,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1210. {연무}1205-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-
108,서울,2023-12-28,1.2,,1.6,4.6,,3.1,{박무}0005-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도0}0900-1050. -{연무}-0010. {연무}1045-1110.
108,서울,2023-12-29,1.3,,1.7,4.8,,4.8,{박무}0815-{박무}{강도0}0900-1005. {연무}1455-{연무}{강도0}1500-{연무}{강도0}1800-1815. {연무}1925-2050.
108,서울,2023-12-30,.6,13.1,2.6,5.9,12.3,9.5,{박무}0150-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도2}0900-{박무}{강도2}1200-{박무}{강도2}1500-{박무}{강도1}1800-{박무}{강도1}2100-{박무}{강도1}2400- {눈}0720-{눈}{강도0}0900-{시정(미만)}{1km}{눈}1118-{시정(이상)}{1km}{눈}1127-{시정(미만)}{1km}{눈}1147-{눈}{강도1}1200-{시정(이상)}{1km}{눈}1221-{시정(미만)}{1km}{눈}1257-{시정(이상)}{1km}{눈}1416-{진눈깨비}1445-{진눈깨비}{강도1}1500-{비}1530-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-
108,서울,2023-12-31,2.1,4.7,2,6.8,,5.8,-{안개}-{시정(미만)}{1km}{안개}0154-{안개}{강도0}0300-{시정(이상)}{1km}{박무}0305-{박무}{강도2}0600-{박무}{강도0}0900-0925. -{안개비}-{안개비}0210-{안개비}{강도1}0300-0345. {비}0450-{비}{강도0}0600-{진눈깨비}0710-{눈}0805-{진눈깨비}0835-{안개비}0850-{안개비}{강도0}0900-1055. {박무}1915-{박무}{강도0}2100-{박무}{강도1}2400-
